source	type	description	text_key
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_JUNGLE	TXT_KEY_FEATURE_JUNGLE	TXT_KEY_FEATURE_JUNGLE_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_OASIS	TXT_KEY_FEATURE_OASIS	TXT_KEY_FEATURE_OASIS_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_FLOOD_PLAINS	TXT_KEY_FEATURE_FLOOD_PLAINS	TXT_KEY_FEATURE_FLOOD_PLAINS_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_FOREST	TXT_KEY_FEATURE_FOREST	TXT_KEY_FEATURE_FOREST_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_FOREST_BURNT	TXT_KEY_FEATURE_FOREST_BURNT	TXT_KEY_FEATURE_FOREST_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_FOREST_NEW	TXT_KEY_FEATURE_FOREST_NEW	TXT_KEY_FEATURE_FOREST_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_FALLOUT	TXT_KEY_FEATURE_FALLOUT	TXT_KEY_FEATURE_FALLOUT_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_FOREST_ANCIENT	TXT_KEY_FEATURE_FOREST_ANCIENT	TXT_KEY_FEATURE_FOREST_ANCIENT_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_FLAMES	TXT_KEY_FEATURE_FLAMES	TXT_KEY_FEATURE_FLAMES_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_OBSIDIAN_PLAINS	TXT_KEY_FEATURE_OBSIDIAN_PLAINS	TXT_KEY_FEATURE_OBSIDIAN_PLAINS_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_VOLCANO	TXT_KEY_FEATURE_VOLCANO	TXT_KEY_FEATURE_VOLCANO_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_SCRUB	TXT_KEY_FEATURE_SCRUB	TXT_KEY_FEATURE_SCRUB_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_BLIZZARD	TXT_KEY_FEATURE_BLIZZARD	TXT_KEY_FEATURE_BLIZZARD_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_TORMENTED_SOULS	TXT_KEY_FEATURE_TORMENTED_SOULS	TXT_KEY_FEATURE_TORMENTED_SOULS_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_DOOR_WEST_CLOSED	TXT_KEY_FEATURE_DOOR	TXT_KEY_FEATURE_DOOR_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_DOOR_WEST_OPEN	TXT_KEY_FEATURE_DOOR	TXT_KEY_FEATURE_DOOR_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_DOOR_NORTH_CLOSED	TXT_KEY_FEATURE_DOOR	TXT_KEY_FEATURE_DOOR_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_DOOR_NORTH_OPEN	TXT_KEY_FEATURE_DOOR	TXT_KEY_FEATURE_DOOR_PEDIA
Assets/XML/Terrain/CIV4FeatureInfos.xml	FEATURE_WALLS	TXT_KEY_FEATURE_WALLS	TXT_KEY_FEATURE_WALLS_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA	TXT_KEY_BONUS_MANA	TXT_KEY_BONUS_MANA_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_GUNPOWDER	TXT_KEY_BONUS_GUNPOWDER	TXT_KEY_BONUS_GUNPOWDER_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_COPPER	TXT_KEY_BONUS_COPPER	TXT_KEY_BONUS_COPPER_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_HORSE	TXT_KEY_BONUS_HORSE	TXT_KEY_BONUS_HORSE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_IRON	TXT_KEY_BONUS_IRON	TXT_KEY_BONUS_IRON_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MARBLE	TXT_KEY_BONUS_MARBLE	TXT_KEY_BONUS_MARBLE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_DEATH	TXT_KEY_BONUS_MANA_DEATH	TXT_KEY_BONUS_MANA_DEATH_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_NIGHTMARE	TXT_KEY_BONUS_NIGHTMARE	TXT_KEY_BONUS_NIGHTMARE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_FIRE	TXT_KEY_BONUS_MANA_FIRE	TXT_KEY_BONUS_MANA_FIRE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_BANANA	TXT_KEY_BONUS_BANANA	TXT_KEY_BONUS_BANANA_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_CLAM	TXT_KEY_BONUS_CLAM	TXT_KEY_BONUS_CLAM_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_CORN	TXT_KEY_BONUS_CORN	TXT_KEY_BONUS_CORN_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_COW	TXT_KEY_BONUS_COW	TXT_KEY_BONUS_COW_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_CRAB	TXT_KEY_BONUS_CRAB	TXT_KEY_BONUS_CRAB_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_DEER	TXT_KEY_BONUS_DEER	TXT_KEY_BONUS_DEER_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_FISH	TXT_KEY_BONUS_FISH	TXT_KEY_BONUS_FISH_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_PIG	TXT_KEY_BONUS_PIG	TXT_KEY_BONUS_PIG_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_RICE	TXT_KEY_BONUS_RICE	TXT_KEY_BONUS_RICE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_SHEEP	TXT_KEY_BONUS_SHEEP	TXT_KEY_BONUS_SHEEP_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_WHEAT	TXT_KEY_BONUS_WHEAT	TXT_KEY_BONUS_WHEAT_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_DYE	TXT_KEY_BONUS_DYE	TXT_KEY_BONUS_DYE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_FUR	TXT_KEY_BONUS_FUR	TXT_KEY_BONUS_FUR_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_GEMS	TXT_KEY_BONUS_GEMS	TXT_KEY_BONUS_GEMS_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_GOLD	TXT_KEY_BONUS_GOLD	TXT_KEY_BONUS_GOLD_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_INCENSE	TXT_KEY_BONUS_INCENSE	TXT_KEY_BONUS_INCENSE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_IVORY	TXT_KEY_BONUS_IVORY	TXT_KEY_BONUS_IVORY_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_SILK	TXT_KEY_BONUS_SILK	TXT_KEY_BONUS_SILK_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MITHRIL	TXT_KEY_BONUS_MITHRIL	TXT_KEY_BONUS_MITHRIL_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_REAGENTS	TXT_KEY_BONUS_REAGENTS	TXT_KEY_BONUS_REAGENTS_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_SUGAR	TXT_KEY_BONUS_SUGAR	TXT_KEY_BONUS_SUGAR_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_WINE	TXT_KEY_BONUS_WINE	TXT_KEY_BONUS_WINE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_WHALE	TXT_KEY_BONUS_WHALE	TXT_KEY_BONUS_WHALE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_FRUIT_OF_YGGDRASIL	TXT_KEY_BONUS_FRUIT_OF_YGGDRASIL	TXT_KEY_BONUS_FRUIT_OF_YGGDRASIL_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_SHEUT_STONE	TXT_KEY_BONUS_SHEUT_STONE	TXT_KEY_BONUS_SHEUT_STONE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_TOAD	TXT_KEY_BONUS_TOAD	TXT_KEY_BONUS_TOAD_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_PEARL	TXT_KEY_BONUS_PEARL	TXT_KEY_BONUS_PEARL_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_AIR	TXT_KEY_BONUS_MANA_AIR	TXT_KEY_BONUS_MANA_AIR_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_BODY	TXT_KEY_BONUS_MANA_BODY	TXT_KEY_BONUS_MANA_BODY_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_CHAOS	TXT_KEY_BONUS_MANA_CHAOS	TXT_KEY_BONUS_MANA_CHAOS_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_EARTH	TXT_KEY_BONUS_MANA_EARTH	TXT_KEY_BONUS_MANA_EARTH_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_ENCHANTMENT	TXT_KEY_BONUS_MANA_ENCHANTMENT	TXT_KEY_BONUS_MANA_ENCHANTMENT_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_ENTROPY	TXT_KEY_BONUS_MANA_ENTROPY	TXT_KEY_BONUS_MANA_ENTROPY_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_ICE	TXT_KEY_BONUS_MANA_ICE	TXT_KEY_BONUS_MANA_ICE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_LAW	TXT_KEY_BONUS_MANA_LAW	TXT_KEY_BONUS_MANA_LAW_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_LIFE	TXT_KEY_BONUS_MANA_LIFE	TXT_KEY_BONUS_MANA_LIFE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_METAMAGIC	TXT_KEY_BONUS_MANA_METAMAGIC	TXT_KEY_BONUS_MANA_METAMAGIC_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_MIND	TXT_KEY_BONUS_MANA_MIND	TXT_KEY_BONUS_MANA_MIND_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_NATURE	TXT_KEY_BONUS_MANA_NATURE	TXT_KEY_BONUS_MANA_NATURE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_SPIRIT	TXT_KEY_BONUS_MANA_SPIRIT	TXT_KEY_BONUS_MANA_SPIRIT_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_WATER	TXT_KEY_BONUS_MANA_WATER	TXT_KEY_BONUS_MANA_WATER_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_SUN	TXT_KEY_BONUS_MANA_SUN	TXT_KEY_BONUS_MANA_SUN_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_MANA_SHADOW	TXT_KEY_BONUS_MANA_SHADOW	TXT_KEY_BONUS_MANA_SHADOW_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_COTTON	TXT_KEY_BONUS_COTTON	TXT_KEY_BONUS_COTTON_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_GULAGARM	TXT_KEY_BONUS_GULAGARM	TXT_KEY_BONUS_GULAGARM_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_ALE	TXT_KEY_BONUS_ALE	TXT_KEY_BONUS_ALE_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_FINE_CLOTHES	TXT_KEY_BONUS_FINE_CLOTHES	TXT_KEY_BONUS_FINE_CLOTHES_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_JEWELS	TXT_KEY_BONUS_JEWELS	TXT_KEY_BONUS_JEWELS_PEDIA
Assets/XML/Terrain/CIV4BonusInfos.xml	BONUS_RAZORWEED	TXT_KEY_BONUS_RAZORWEED	TXT_KEY_BONUS_RAZORWEED_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_AIFON_ISLE	TXT_KEY_IMPROVEMENT_AIFON_ISLE	TXT_KEY_IMPROVEMENT_AIFON_ISLE_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_BARROW	TXT_KEY_IMPROVEMENT_BARROW	TXT_KEY_IMPROVEMENT_BARROW_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_BEAR_DEN	TXT_KEY_IMPROVEMENT_BEAR_DEN	TXT_KEY_IMPROVEMENT_BEAR_DEN_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_BRADELINES_WELL	TXT_KEY_IMPROVEMENT_BRADELINES_WELL	TXT_KEY_IMPROVEMENT_BRADELINES_WELL_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_BROKEN_SEPULCHER	TXT_KEY_IMPROVEMENT_BROKEN_SEPULCHER	TXT_KEY_IMPROVEMENT_BROKEN_SEPULCHER_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_CAGE	TXT_KEY_IMPROVEMENT_CAGE	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_CAMP	TXT_KEY_IMPROVEMENT_CAMP	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_CASTLE	TXT_KEY_IMPROVEMENT_CASTLE	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_CITADEL	TXT_KEY_IMPROVEMENT_CITADEL	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_CITY_RUINS	TXT_KEY_IMPROVEMENT_CITY_RUINS	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_COTTAGE	TXT_KEY_IMPROVEMENT_COTTAGE	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_DRAGON_BONES	TXT_KEY_IMPROVEMENT_DRAGON_BONES	TXT_KEY_IMPROVEMENT_DRAGON_BONES_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_DUNGEON	TXT_KEY_IMPROVEMENT_DUNGEON	TXT_KEY_IMPROVEMENT_DUNGEON_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_ENCLAVE	TXT_KEY_IMPROVEMENT_ENCLAVE	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_FARM	TXT_KEY_IMPROVEMENT_FARM	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_FISHING_BOATS	TXT_KEY_IMPROVEMENT_FISHING_BOATS	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_FORT	TXT_KEY_IMPROVEMENT_FORT	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_GOBLIN_FORT	TXT_KEY_IMPROVEMENT_GOBLIN_FORT	TXT_KEY_IMPROVEMENT_GOBLIN_FORT_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_GOODY_HUT	TXT_KEY_IMPROVEMENT_GOODY_HUT	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_GRAVEYARD	TXT_KEY_IMPROVEMENT_GRAVEYARD	TXT_KEY_IMPROVEMENT_GRAVEYARD_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_GUARDIAN	TXT_KEY_IMPROVEMENT_GUARDIAN	TXT_KEY_IMPROVEMENT_GUARDIAN_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_HAMLET	TXT_KEY_IMPROVEMENT_HAMLET	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_HELLFIRE	TXT_KEY_IMPROVEMENT_HELLFIRE	TXT_KEY_IMPROVEMENT_HELLFIRE_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_JUNGLE_ALTAR	TXT_KEY_IMPROVEMENT_JUNGLE_ALTAR	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_LAND_WORKED	TXT_KEY_IMPROVEMENT_LAND_WORKED	TXT_KEY_IMPROVEMENT_LAND_WORKED_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_LETUM_FRIGUS	TXT_KEY_IMPROVEMENT_LETUM_FRIGUS	TXT_KEY_IMPROVEMENT_LETUM_FRIGUS_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_LION_DEN	TXT_KEY_IMPROVEMENT_LION_DEN	TXT_KEY_IMPROVEMENT_LION_DEN_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_LUMBERMILL	TXT_KEY_IMPROVEMENT_LUMBERMILL	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MAELSTROM	TXT_KEY_IMPROVEMENT_MAELSTROM	TXT_KEY_IMPROVEMENT_MAELSTROM_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_AIR	TXT_KEY_IMPROVEMENT_MANA_AIR	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_BODY	TXT_KEY_IMPROVEMENT_MANA_BODY	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_CHAOS	TXT_KEY_IMPROVEMENT_MANA_CHAOS	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_DEATH	TXT_KEY_IMPROVEMENT_MANA_DEATH	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_EARTH	TXT_KEY_IMPROVEMENT_MANA_EARTH	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_ENCHANTMENT	TXT_KEY_IMPROVEMENT_MANA_ENCHANTMENT	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_ENTROPY	TXT_KEY_IMPROVEMENT_MANA_ENTROPY	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_FIRE	TXT_KEY_IMPROVEMENT_MANA_FIRE	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_LAW	TXT_KEY_IMPROVEMENT_MANA_LAW	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_LIFE	TXT_KEY_IMPROVEMENT_MANA_LIFE	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_METAMAGIC	TXT_KEY_IMPROVEMENT_MANA_METAMAGIC	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_MIND	TXT_KEY_IMPROVEMENT_MANA_MIND	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_NATURE	TXT_KEY_IMPROVEMENT_MANA_NATURE	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_SHADOW	TXT_KEY_IMPROVEMENT_MANA_SHADOW	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_SPIRIT	TXT_KEY_IMPROVEMENT_MANA_SPIRIT	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_SUN	TXT_KEY_IMPROVEMENT_MANA_SUN	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MANA_WATER	TXT_KEY_IMPROVEMENT_MANA_WATER	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MINE	TXT_KEY_IMPROVEMENT_MINE	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MIRROR_OF_HEAVEN	TXT_KEY_IMPROVEMENT_MIRROR_OF_HEAVEN	TXT_KEY_IMPROVEMENT_MIRROR_OF_HEAVEN_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MONSTER_SKELETON	TXT_KEY_IMPROVEMENT_MONSTER_SKELETON	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_MUSHROOMS	TXT_KEY_IMPROVEMENT_MUSHROOMS	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_NECROTOTEM	TXT_KEY_IMPROVEMENT_NECROTOTEM	TXT_KEY_IMPROVEMENT_NECROTOTEM_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_ODIOS_PRISON	TXT_KEY_IMPROVEMENT_ODIOS_PRISON	TXT_KEY_IMPROVEMENT_ODIOS_PRISON_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_PASTURE	TXT_KEY_IMPROVEMENT_PASTURE	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_PENGUINS	TXT_KEY_IMPROVEMENT_PENGUINS	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_PIRATE_COVE	TXT_KEY_IMPROVEMENT_PIRATE_COVE	TXT_KEY_IMPROVEMENT_PIRATE_COVE_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_PIRATE_HARBOR	TXT_KEY_IMPROVEMENT_PIRATE_HARBOR	TXT_KEY_IMPROVEMENT_PIRATE_COVE_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_PIRATE_PORT	TXT_KEY_IMPROVEMENT_PIRATE_PORT	TXT_KEY_IMPROVEMENT_PIRATE_COVE_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_PLANTATION	TXT_KEY_IMPROVEMENT_PLANTATION	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_POOL_OF_TEARS	TXT_KEY_IMPROVEMENT_POOL_OF_TEARS	TXT_KEY_IMPROVEMENT_POOL_OF_TEARS_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_PYRE_OF_THE_SERAPHIC	TXT_KEY_IMPROVEMENT_PYRE_OF_THE_SERAPHIC	TXT_KEY_IMPROVEMENT_PYRE_OF_THE_SERAPHIC_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_QUARRY	TXT_KEY_IMPROVEMENT_QUARRY	
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_REMNANTS_OF_PATRIA	TXT_KEY_IMPROVEMENT_REMNANTS_OF_PATRIA	TXT_KEY_IMPROVEMENT_REMNANTS_OF_PATRIA_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_RING_OF_CARCER	TXT_KEY_IMPROVEMENT_RING_OF_CARCER	TXT_KEY_IMPROVEMENT_RING_OF_CARCER_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_RUINS	TXT_KEY_IMPROVEMENT_RUINS	TXT_KEY_IMPROVEMENT_RUINS_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_SEVEN_PINES	TXT_KEY_IMPROVEMENT_SEVEN_PINES	TXT_KEY_IMPROVEMENT_SEVEN_PINES_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_SHIP_WRECK	TXT_KEY_IMPROVEMENT_SHIP_WRECK	TXT_KEY_IMPROVEMENT_SHIP_WRECK_PEDIA
Assets/XML/Terrain/CIV4ImprovementInfos.xml	IMPROVEMENT_SMOKE	TXT_KEY_IMPROVEMENT_SMOKE	TXT_KEY_IMPROVEMENT_SMOKE_PEDIA
